번호,유적명,유구명,유형,매장주체부,장축방향,길이(m),넓이(m),높이(m),출전,비고,지역
1832,청주 오송유적(3지점),27호 토광묘,토광묘,?,N87W,2.87,1.09,*0.29,"중앙문화재연구원, 2019",,청주
1939,청주 오송유적(4지점),41호 토광묘,토광묘,목관,N58W,2.87,0.82,*0.34,"중앙문화재연구원, 2019",,청주
3099,아산 북수리,47호 묘,토광묘,목관,N54E,2.87,1.1,0.28,"중부고고학연구소, 2018",,아산
3126,아산 북수리,74호 묘,토광묘,목관,N40W,2.87,0.96,0.32,"중부고고학연구소, 2018",,아산
3308,청주 송절동 Ⅱ지구,1지점 8호 토광묘,토광묘,목곽,N41E,2.87,1.25,*0.81,"호서문화유산연구원, 2018",,청주
3324,청주 송절동 Ⅱ지구,1지점 24호 토광묘,토광묘,목곽,N9E,2.87,1.01,*0.24,"호서문화유산연구원, 2018",,청주
602,진천 종합스포츠타운부지,원삼국시대 토광묘,토광묘,목관,N0S,2.88,1.43,0.4,"충청북도문화재연구원, 2018",,진천
702,서산 여미리 방죽골,3호 수혈식 석곽묘,토광묘,석곽,N55E,2.88,1.3,*0.4,"충청문화재연구원, 2005",,서산
999,충주 금릉동 301-4번지,20호 토광묘,토광묘,목관,N10W,2.88,1,*0.21,"호서문화유산연구원 66, 2021",19와 이혈합장묘,충주
1115,천안 대화리·신풍리,KM-019,토광묘,목관,N34E,2.88,1.12,0.27,"한국고고환경연구소 59, 2014",,천안
1321,아산 명암리 밖지므레(2-2지점),22호 주구토광묘,토광묘,목관,N133S,2.88,0.98,*0.18,"충청남도역사문화연구원, 2011",,아산
1530,청주 송절동 I지구 6지점,23호 토광묘,토광묘,?,N30e,2.88,1.16,1.29,,,청주
1768,예산 목리·신리 유적,194호분(3-2지점),토광묘,석곽,N27E,2.88,1.54,0.13,"충청문화재연구원, 2014",,예산
2055,청주 오송유적(4지점),155호 토광묘,토광묘,목관,N55E,2.88,*1.08,*0.34,"중앙문화재연구원, 2019",,청주
2792,청주 문암동,C지점 37호 분묘,토광묘,목관 혹은 목곽,N5W,2.88,1.04,0.86,"충청북도문화재연구원 98, 2021",,청주
3169,아산 북수리,117호 묘,토광묘,목관,N49E,2.88,0.92,0.32,"중부고고학연구소, 2018",,아산
3250,음성 삼정리,가지점 11호 원삼국시대 토광묘,주구토광묘,목곽 + 목관,N79E,2.88,1.3,*0.56,"호서문화유산연구원, 2023",,음성
3270,아산 공수리,1호 토광묘,토광묘,목관,N12E,2.88,1.22,*0.94,"기호문화재연구원, 2020",,아산
3433,청주 신봉동 고분군,5호분,토광묘,목곽 + 목관,N45E,2.88,1.5,*0.72,"충북대학교박물관, 1995",,청주
1393,아산 명암리 밖지므레(3지점),1호 옹관묘,옹관묘,옹관,N71S,0.79,0.64,*0.13,"충청남도역사문화연구원, 2011",,아산
1394,아산 명암리 밖지므레(3지점),2호 옹관묘,옹관묘,옹관,?,0.98,0.59,*0.05,"충청남도역사문화연구원, 2011",,아산
1395,아산 명암리 밖지므레(3지점),3호 옹관묘,옹관묘,옹관,?,0.84,0.68,*0.08,"충청남도역사문화연구원, 2011",,아산
1396,아산 명암리 밖지므레(3지점),4호 옹관묘,옹관묘,옹관,N162S,0.85,0.53,*0.08,"충청남도역사문화연구원, 2011",,아산
