번호,유적명,유구명,유형,매장주체부,장축방향,길이(m),넓이(m),높이(m),출전,비고,지역
1726,예산 목리·신리 유적,152호분(3-2지점),횡혈식 석곽묘,석실,N21W,3.56,2.38,0.38,"충청문화재연구원, 2014",,예산
3299,아산 공수리,9호 주구토광묘,주구토광묘,?,N64E,3.02,0.73,*0.05,"기호문화재연구원, 2020",,아산
3323,청주 송절동 Ⅱ지구,1지점 23호 토광묘,토광묘,목곽,N9E,3.02,0.91,*0.35,"호서문화유산연구원, 2018",,청주
1729,예산 목리·신리 유적,155호분(3-2지점),횡구식 석곽묘,석곽,N14E,3.26,2.04,0.62,"충청문화재연구원, 2014",,예산
1730,예산 목리·신리 유적,156호분(3-2지점),횡혈식 석곽묘,석실,N10E,3.68,2.1,0.54,"충청문화재연구원, 2014",,예산
1731,예산 목리·신리 유적,157호분(3-2지점),횡혈식 석곽묘,석실,N28E,4.4,1.86,1.18,"충청문화재연구원, 2014",,예산
1732,예산 목리·신리 유적,158호분(3-2지점),횡구식 석곽묘,석곽,N2W,2.01,1.07,0.32,"충청문화재연구원, 2014",,예산
1733,예산 목리·신리 유적,159호분(3-2지점),횡구식 석곽묘,석곽,N20E,3.9,2.15,1.25,"충청문화재연구원, 2014",,예산
3366,청주 송절동 Ⅱ지구,1지점 68호 토광묘,토광묘,목곽,N4W,3.02,1.12,*0.38,"호서문화유산연구원, 2018",,청주
1735,예산 목리·신리 유적,161호분(3-2지점),횡구식 석곽묘,석곽,N1E,3.7,2.22,0.7,"충청문화재연구원, 2014",,예산
3478,청주 신봉동 고분군,51호분,토광묘,목곽 + 목관,N60W,3.02,1.62,*0.74,"충북대학교박물관, 1995",,청주
3491,청주 신봉동 고분군,64호분,토광묘,목곽 + 목관,N55W,3.02,1.69,*0.98,"충북대학교박물관, 1995",,청주
6,천안 청당동,라지구 17호묘,주구토광묘,목관,N44W,3.03,1.25,*0.57,"국립중앙박물관 25, 1993",,천안
2797,청주 문암동,C지점 42호 분묘,토광묘,?,N5E,3.03,1.05,0.7,"충청북도문화재연구원 98, 2021",,청주
3175,아산 북수리,123호 묘,토광묘,목관,N3W,3.03,0.97,0.43,"중부고고학연구소, 2018",,아산
1741,예산 목리·신리 유적,167호분(3-2지점),횡혈식 석곽묘,석실,N3E,4.4,2.2,0.38,"충청문화재연구원, 2014",,예산
1742,예산 목리·신리 유적,168호분(3-2지점),횡혈식 석곽묘,석실,N4E,3.22,2.18,0.28,"충청문화재연구원, 2014",,예산
1743,예산 목리·신리 유적,169호분(3-2지점),횡혈식 석곽묘,석실,N1W,3.77,2.17,0.52,"충청문화재연구원, 2014",,예산
3185,아산 북수리,133호 묘,토광묘,목관,N8E,3.03,1.12,*0.28,"중부고고학연구소, 2018",,아산
3280,아산 공수리,11호 토광묘,토광묘,목곽 + 목관,N44E,3.03,1.23,*0.58,"기호문화재연구원, 2020",,아산
1746,예산 목리·신리 유적,172호분(3-2지점),횡혈식 석곽묘,석실,N3W,3.88,1.92,0.54,"충청문화재연구원, 2014",,예산
3520,청주 신봉동 고분군,92호분,토광묘,목관,N20W,3.03,1.6,*0.46,"충북대학교박물관, 1995",,청주
1748,예산 목리·신리 유적,174호분(3-2지점),횡혈식 석곽묘,석실,N21E,4.38,2.4,0.75,"충청문화재연구원, 2014",,예산
1749,예산 목리·신리 유적,175호분(3-2지점),횡구식 석곽묘,석곽,N18W,4.03,2.25,0.5,"충청문화재연구원, 2014",,예산
1750,예산 목리·신리 유적,176호분(3-2지점),횡혈식 석곽묘,석실,N13E,3.74,2.27,0.97,"충청문화재연구원, 2014",,예산
1751,예산 목리·신리 유적,177호분(3-2지점),횡구식 석곽묘,석곽,N22E,4.3,2.2,0.84,"충청문화재연구원, 2014",,예산
1752,예산 목리·신리 유적,178호분(3-2지점),횡혈식 석곽묘,석실,N30W,2.88,0.9,0.78,"충청문화재연구원, 2014",,예산
1753,예산 목리·신리 유적,179호분(3-2지점),횡구식 석곽묘,석곽,N3W,3,1.58,0.3,"충청문화재연구원, 2014",,예산
124,청원 주성리,2호 토광묘,토광묘,?,N21E,3.04,*0.91,0.09,"한국문화재보호재단 78, 2000",,청원
1755,예산 목리·신리 유적,181호분(3-2지점),횡혈식 석곽묘,석실,N6E,2.14,1.7,0.64,"충청문화재연구원, 2014",,예산
1756,예산 목리·신리 유적,182호분(3-2지점),횡혈식 석곽묘,석실,N13E,5.2,2.8,1.25,"충청문화재연구원, 2014",,예산
1757,예산 목리·신리 유적,183호분(3-2지점),횡혈식 석곽묘,석실,N5W,4.2,2.8,1.02,"충청문화재연구원, 2014",,예산
1758,예산 목리·신리 유적,184호분(3-2지점),횡혈식 석곽묘,석실,N18E,4.2,2.72,1.88,"충청문화재연구원, 2014",,예산
1759,예산 목리·신리 유적,185호분(3-2지점),횡혈식 석곽묘,석실,N18W,3.54,2.78,0.86,"충청문화재연구원, 2014",,예산
1760,예산 목리·신리 유적,186호분(3-2지점),횡구식 석곽묘,석곽,N18E,*1.8,1.18,0.34,"충청문화재연구원, 2014",,예산
1761,예산 목리·신리 유적,187호분(3-2지점),횡구식 석곽묘,석곽,N6W,1.71,1.3,0.12,"충청문화재연구원, 2014",,예산
1762,예산 목리·신리 유적,188호분(3-2지점),횡혈식 석곽묘,석실,N5W,3.76,2.22,1.17,"충청문화재연구원, 2014",,예산
1214,아산 용두리 진터,9호묘(주구토광묘),토광묘,목관,N90E,3.04,1.2,*0.48,"충청문화재연구원 115, 2011",,아산
1390,아산 명암리 밖지므레(3지점),19호 주구토광묘,토광묘,목관,N167S,3.04,1.05,*0.15,"충청남도역사문화연구원, 2011",,아산
1765,예산 목리·신리 유적,191호분(3-2지점),횡혈식 석곽묘,석실,N22E,3.97,1.92,1.02,"충청문화재연구원, 2014",,예산
2096,청주 오송유적(4지점),196호 토광묘,토광묘,목곽,N13E,3.04,1,*0.36,"중앙문화재연구원, 2019",,청주
2341,청주 오송유적(12지점),14호 토광묘,토광묘,목곽,N77E,3.04,1.13,*0.18,"중앙문화재연구원, 2019",,청주
2825,청주 송절동  V지구 2지점,10호 토광묘,토광묘,목곽 + 목관,n19e,3.04,1.37,0.55,,,청주
2843,청주 송절동  V지구 4지점,1호 토광묘,토광묘,목곽,n25e,3.04,1.14,0.18,,,청주
1770,예산 목리·신리 유적,196호분(3-2지점),?,?,?,*0.8,0.52,?,"충청문화재연구원, 2014",,예산
1771,예산 목리·신리 유적,197호분(3-2지점),횡구식 석곽묘,석곽,N52W,2.7,1.76,0.51,"충청문화재연구원, 2014",,예산
2906,대전 궁동,12호 주구토광묘,주구토광묘,목관,N34E,3.04,0.98,0.24,"충남대박물관, 2006",,대전
1773,예산 목리·신리 유적,199호분(3-2지점),횡구식 석곽묘,석곽,N11E,2.9,1.68,0.42,"충청문화재연구원, 2014",,예산
1774,예산 목리·신리 유적,추-1호분,횡혈식 석곽묘,석실,N9E,3.48,1.4,0.72,"충청문화재연구원, 2014",,예산
1775,예산 목리·신리 유적,추-2호분,횡혈식 석곽묘,석실,N9E,3.8,1.6,0.98,"충청문화재연구원, 2014",,예산
3037,아산 갈산리,6호 토광묘,토광묘,목관,N70E,3.04,0.82,0.22,"백제문화재연구원, 2014",,아산
3322,청주 송절동 Ⅱ지구,1지점 22호 토광묘,토광묘,목곽,N59E,3.04,1.26,*0.62,"호서문화유산연구원, 2018",,청주
1778,예산 목리·신리 유적,추-5호분,횡혈식 석곽묘,석실,N1E,4.04,2.4,1.32,"충청문화재연구원, 2014",,예산
1779,예산 목리·신리 유적,추-6호분,횡혈식 석곽묘,석실,N20W,2.3,1.7,0.46,"충청문화재연구원, 2014",,예산
1780,예산 목리·신리 유적,추-7호분,횡혈식 석곽묘,석실,N24W,4.2,3.28,1.42,"충청문화재연구원, 2014",,예산
3365,청주 송절동 Ⅱ지구,1지점 67호 토광묘,토광묘,목곽,N10E,3.04,1.16,*0.50,"호서문화유산연구원, 2018",,청주
1782,예산 목리·신리 유적,추-9호분,횡혈식 석곽묘,석실,N5W,3.92,2.92,1.98,"충청문화재연구원, 2014",,예산
1783,예산 목리·신리 유적,추-10호분,횡혈식 석곽묘,석실,N8W,2.98,1.84,0.72,"충청문화재연구원, 2014",,예산
1784,예산 목리·신리 유적,추-11호분,횡구식 석곽묘,석곽,N14W,3.08,2.06,0.84,"충청문화재연구원, 2014",,예산
3385,청주 송절동 Ⅱ지구,1지점 87호 토광묘,토광묘,목곽,N29E,3.04,1.22,*0.68,"호서문화유산연구원, 2018",,청주
3405,청주 송절동 Ⅱ지구,1지점 107호 토광묘,토광묘,목곽,N19E,3.04,1.2,*0.63,"호서문화유산연구원, 2018",,청주
3501,청주 신봉동 고분군,74호분,토광묘,목관,N55W,3.04,1.43,*0.84,"충북대학교박물관, 1995",,청주
1788,예산 목리·신리 유적,추-15호분,횡구식 석곽묘,석곽, N5E,3.38,2.06,0.6,"충청문화재연구원, 2014",,예산
1789,예산 목리·신리 유적,추-16호분,횡혈식 석곽묘,석실,N11W,*3.56,3,1.98,"충청문화재연구원, 2014",,예산
1790,예산 목리·신리 유적,추-17호분,횡구식 석곽묘,석곽,N36W,3.16,2.22,0.86,"충청문화재연구원, 2014",,예산
35,청주 신봉동,토광묘 7호,토광묘,석곽,남-북,3.05,1.55,0.4,"충북대학교박물관 7, 1983",,청주
1792,예산 목리·신리 유적,추-19호분,횡구식 석곽묘,석곽,N19E,2.56,1.7,1.1,"충청문화재연구원, 2014",,예산
1793,예산 목리·신리 유적,추-20호분,횡구식 석곽묘,석곽,N12E,4.22,2.14,1.26,"충청문화재연구원, 2014",,예산
1794,예산 목리·신리 유적,추-21호분,횡구식 석곽묘,석곽,N14W,3.04,1.92,0.98,"충청문화재연구원, 2014",,예산
1795,예산 목리·신리 유적,추-22호분,횡구식 석곽묘,석곽,N20W,2.86,2.28,0.92,"충청문화재연구원, 2014",,예산
1796,예산 목리·신리 유적,1호 옹관묘,옹관묘,옹관,?,1.7,0.9,0.38,"충청문화재연구원, 2014",,예산
1797,예산 목리·신리 유적,2호 옹관묘,옹관묘,옹관,?,2.02,0.9,0.22,"충청문화재연구원, 2014",,예산
1798,예산 목리·신리 유적,3호 옹관묘,옹관묘,옹관,?,2.4,0.83,0.25,"충청문화재연구원, 2014",,예산
1799,예산 목리·신리 유적,4호 옹관묘,옹관묘,옹관,?,1.61,0.98,0.38,"충청문화재연구원, 2014",,예산
1800,예산 목리·신리 유적,5호 옹관묘,옹관묘,옹관,?,*0.63,0.45,0.23,"충청문화재연구원, 2014",,예산
1801,예산 목리·신리 유적,6호 옹관묘,옹관묘,옹관,?,1.56,0.87,0.32,"충청문화재연구원, 2014",,예산
235,청주 신봉동 백제고분군,A-15호분,토광묘,?,N25W,3.05,1.47,1.15,"충북대학교박물관 87, 2002",,청주
1803,예산 목리·신리 유적,1호 옹관묘(3-5지점),옹관묘,옹관,N22W,1.3,0.96,*0.5,"충청문화재연구원, 2014",,예산
1804,예산 목리·신리 유적,2호 옹관묘(3-5지점),옹관묘,옹관,N8W,0.96,0.6,0.11,"충청문화재연구원, 2014",,예산
1805,예산 목리·신리 유적,3호 옹관묘(3-5지점),옹관묘,옹관,N14E,1.45,0.64,*0.13,"충청문화재연구원, 2014",,예산
670,청주 명암동유적(I),4호 토광묘,토광묘,?,E0W,3.05,1.1,0.4,"국립청주박물관, 2000",,청주
750,충주 금릉동,37-2호 토광묘,토광묘,목관,N18W,3.05,0.95,1.12,"충북대학교박물관 112, 2004",병혈합장,충주
755,충주 금릉동,41호 토광묘,토광묘,목관,N30W,3.05,1.1,0.9,"충북대학교박물관 112, 2004",,충주
769,충주 금릉동,55호 토광묘,토광묘,목관,N38W,3.05,0.95,0.95,"충북대학교박물관 112, 2004",관'ㅍ'형,충주
780,충주 금릉동,65호 토광묘,토광묘,목관,N25W,3.05,1.1,0.68,"충북대학교박물관 112, 2004",,충주
1244,아산 명암리 밖지므레(2-1지점),7호 토광묘,토광묘,목관,N57S,3.05,0.85,*0.1,"충청남도역사문화연구원, 2011",,아산
1253,아산 명암리 밖지므레(2-1지점),8호 주구토광묘,토광묘,목관,N2S,3.05,1.11,*0.42,"충청남도역사문화연구원, 2011",,아산
1405,충주 장태산·장천리·잠병리·율능리 ,5호 토광묘(Ⅱ-1),토광묘,목관,N5E,3.05,1.1,*0.53,"충청북도문화재연구원, 2013",,충주
1431,연기 석삼리 대박골·봉기리·반곡리유적(101번 유적),11호 토광묘,주구토광묘,목관,?,3.05,0.95,0.26,"충청북도문화재연구원 36, 2014",,연기
1879,청주 오송유적(7지점),4호 토광묘,주구토광묘,목관,N82W,3.05,1.15,*0.32,"중앙문화재연구원, 2019",,청주
2497,청주 오송유적(19지점),5호 토광묘,토광묘,?,N71W,3.05,*0.93,*0.32,"중앙문화재연구원, 2019",,청주
2784,청주 문암동,C지점 29호 분묘,토광묘,?,N11W,3.05,0.9,0.54,"충청북도문화재연구원 98, 2021",,청주
2876,청주 명암동,1지구 4호 목관묘,토광묘,목관,동-서,3.05,1.1,*0.4,"국립청주박물관, 1999",,청주
3109,아산 북수리,57호 묘,토광묘,목곽 + 목관,N35E,3.05,1.39,0.18,"중부고고학연구소, 2018",,아산
3122,아산 북수리,70호 묘,토광묘,목관,N39E,3.05,1.25,0.4,"중부고고학연구소, 2018",,아산
3212,아산 북수리,160호 묘,토광묘,목관,N28W,3.05,0.75,*0.32,"중부고고학연구소, 2018",,아산
588,청주 산남동 31-3번지,원삼국시대 15호 토광묘 ,토광묘,목관,n5w,3.06,0.98,*0.24,,,청주
1046,공주 장원리 장재울,33호 주구토광묘,주구토광묘,목관,N49W,3.06,1.09,*0.25,"비전문화재연구원 2, 2020",,공주
1152,천안 대화리·신풍리,KM-056,토광묘,목관,N25E,3.06,0.99,0.48,"한국고고환경연구소 59, 2014",,천안
1520,청주 송절동 I지구 6지점,13호 토광묘,토광묘,?,n25e,3.06,0.96,0.43,,,청주
1826,청주 오송유적(3지점),21호 토광묘,주구토광묘,목곽,N16E,3.06,1.1,*0.31,"중앙문화재연구원, 2019",,청주
1958,청주 오송유적(4지점),60호 토광묘,토광묘,목곽,N65W,3.06,1.02,*0.36,"중앙문화재연구원, 2019",,청주
2037,청주 오송유적(4지점),137호 토광묘,주구토광묘,?,N20W,3.06,*0.9,*0.18,"중앙문화재연구원, 2019",,청주
2339,청주 오송유적(12지점),13-1호 토광묘,토광묘,목곽,EW,3.06,1.16,*0.5,"중앙문화재연구원, 2019",,청주
2367,청주 오송유적(12지점),39호 토광묘,토광묘,?,N83W,3.06,1,*0.45,"중앙문화재연구원, 2019",,청주
2376,청주 오송유적(12지점),48호 토광묘,토광묘,?,N66E,3.06,1.07,*0.42,"중앙문화재연구원, 2019",,청주
2450,청주 오송유적(15지점),42호 토광묘,토광묘,?,N88E,3.06,0.94,*0.4,"중앙문화재연구원, 2019",,청주
2785,청주 문암동,C지점 30호 분묘,토광묘,?,N2W,3.06,0.9,0.49,"충청북도문화재연구원 98, 2021",,청주
2828,청주 송절동  V지구 2지점,13호 토광묘,토광묘,목관,N15e,3.06,1.32,*0.28,,,청주
2840,청주 송절동  V지구 3지점,2호 토광묘,토광묘,목관,n15e,3.06,1.32,*0.28,,,청주
3049,증평 화성리,3호 토광묘,토광묘,목곽 + 목관,N53E,3.06,1.11,0.53,"호서문화유산연구원, 2016",,증평
3197,아산 북수리,145호 묘,토광묘,목관,N49E,3.06,0.99,*0.25,"중부고고학연구소, 2018",,아산
3318,청주 송절동 Ⅱ지구,1지점 18호 토광묘,토광묘,목곽,N32E,3.06,1.23,*0.71,"호서문화유산연구원, 2018",,청주
559,아산 매곡리,다-1지점 2호 토광묘,토광묘,목관,N41E,3.07,1.39,*0.35,"중앙문화재연구원 246, 2018",,아산
615,청주 미평동 195-1번지 유적,4호 토광묘,토광묘,목관,S32E,3.07,0.9,*0.18,"중원문화재연구소, 2011",,청주
1242,아산 명암리 밖지므레(2-1지점),5호 토광묘,토광묘,목관,N135S,3.07,1.25,*0.06,"충청남도역사문화연구원, 2011",,아산
1275,아산 명암리 밖지므레(2-2지점),11호 토광묘,토광묘,목관,N78S,3.07,1.02,*0.18,"충청남도역사문화연구원, 2011",,아산
1517,청주 송절동 I지구 6지점,10호 토광묘,토광묘,?,n25e,3.07,0.98,0.68,,,청주
1872,청주 오송유적(3지점),67호 토광묘,토광묘,목관,N25E,3.07,1.22,*0.46,"중앙문화재연구원, 2019",,청주
2092,청주 오송유적(4지점),192호 토광묘,토광묘,목곽,N88E,3.07,1.06,*0.26,"중앙문화재연구원, 2019",,청주
2480,청주 오송유적(16지점),16호 토광묘,토광묘,목관,N49W,3.07,1.15,*0.25,"중앙문화재연구원, 2019",,청주
2501,청주 오송유적(19지점),9호 토광묘,토광묘,?,N5W,3.07,1.05,*0.22,"중앙문화재연구원, 2019",,청주
2979,연기 용호리,2호 토광묘,토광묘,?,N28W,3.07,1.12,*0.34,"국방문화재연구원, 2012",,연기
215,청주 오송(2지점),24호 토광묘,토광묘,토광,EW,3.08,0.96,*0.28,"중앙문화재연구원, 2019",,청주
1022,공주 장원리 장재울,9호 주구토광묘,주구토광묘,목관,N84W,3.08,1.08,0.38,"비전문화재연구원 2, 2020",,공주
1157,천안 대화리·신풍리,KM-061,토광묘,목곽,N38E,3.08,1.44,0.48,"한국고고환경연구소 59, 2014",,천안
1160,천안 대화리·신풍리,KM-064,토광묘,목관,N28E,3.08,1.2,0.4,"한국고고환경연구소 59, 2014",,천안
1349,아산 명암리 밖지므레(3지점),12호 토광묘,토광묘,목관,N5S,3.08,1.1,*0.36,"충청남도역사문화연구원, 2011",,아산
1867,청주 오송유적(3지점),62호 토광묘,토광묘,?,N78E,3.08,*1.12,*0.55,"중앙문화재연구원, 2019",,청주
2047,청주 오송유적(4지점),147호 토광묘,토광묘,목곽,N85W,3.08,1.24,*0.26,"중앙문화재연구원, 2019",,청주
2101,청주 오송유적(4지점),201호 토광묘,토광묘,목곽,N77E,3.08,1.37,*0.37,"중앙문화재연구원, 2019",,청주
2821,청주 송절동  V지구 2지점,6호 토광묘, 토광묘,목곽 + 목관,n15e,3.08,1.16,*0.45,,,청주
2987,연기 용호리,10호 토광묘,토광묘,목관,N3W,3.08,1.01,*0.3,"국방문화재연구원, 2012",,연기
3145,아산 북수리,93호 묘,토광묘,목관,N28W,3.08,1.07,0.38,"중부고고학연구소, 2018",,아산
3286,아산 공수리,17호 토광묘,토광묘,목곽 + 목관,N43E,3.08,1.29,*0.66,"기호문화재연구원, 2020",,아산
3398,청주 송절동 Ⅱ지구,1지점 100호 토광묘,토광묘,목곽,N2E,3.08,1.06,*0.65,"호서문화유산연구원, 2018",,청주
3402,청주 송절동 Ⅱ지구,1지점 104호 토광묘,토광묘,목곽,N7E,3.08,1.24,*0.70,"호서문화유산연구원, 2018",,청주
1131,천안 대화리·신풍리,KM-035,주구토광묘,목관,N12E,3.09,1.26,0.39,"한국고고환경연구소 59, 2014",,천안
1266,아산 명암리 밖지므레(2-2지점),2호 토광묘,토광묘,목관,N96S,3.09,0.92,*0.23,"충청남도역사문화연구원, 2011",,아산
1957,청주 오송유적(4지점),59호 토광묘,토광묘,목곽,N64W,3.09,0.97,*0.4,"중앙문화재연구원, 2019",,청주
3065,아산 북수리,13호 묘,토광묘,목관,N32E,3.09,1.17,0.89,"중부고고학연구소, 2018",,아산
3283,아산 공수리,14호 토광묘,토광묘,목곽 + 목관,N34E,3.09,1.1,*0.45,"기호문화재연구원, 2020",,아산
361,청양 송당리 불당골 고분군,원삼국시대 주구토광묘,주구토광묘,목곽,N36W,3.1,1.14,*0.10,"충청문화재연구원 119, 2011",,청양
455,공주 남산리 분묘군,5호 토광묘,토광묘 ,?,n25e,3.1,1.26,0.22,,,공주
459,공주 남산리 분묘군,9호 토광묘 ,토광묘,?,?,3.1,1.5,0.46,,,공주
590,청주 산남동 31-3번지,원삼국시대 17호 토광묘,토광묘,목관,n36w,3.1,1.1,*0.48,,,청주
715,충주 금릉동,5호 토광묘,토광묘,목관,EW,3.1,0.95,0.63,"충북대학교박물관 112, 2004",,충주
728,충주 금릉동,18호 토광묘,토광묘,목관,S65W,3.1,1.05,0.72,"충북대학교박물관 112, 2004",,충주
749,충주 금릉동,37-1호 토광묘,토광묘,목관,N18W,3.1,0.95,0.95,"충북대학교박물관 112, 2004",병혈합장,충주
1875,청주 오송유적(3지점),1호 옹관묘,옹관묘,옹관,N55W,0.69,0.57,*0.27,"중앙문화재연구원, 2019",,청주
758,충주 금릉동,44호 토광묘,토광묘,목관,N23W,3.1,1.25,0.72,"충북대학교박물관 112, 2004",,충주
760,충주 금릉동,46호 토광묘,토광묘,목관,N28W,3.1,1,0.61,"충북대학교박물관 112, 2004",,충주
792,충주 금릉동,77호 토광묘,토광묘,토광,N40E,3.1,1.05,0.45,"충북대학교박물관 112, 2004",,충주
846,충주 금릉동,124호 토광묘,토광묘,목관,N81W,3.1,1.1,0.57,"충북대학교박물관 112, 2004",,충주
872,충주 금릉동,149호 토광묘,토광묘,목관,N50W,3.1,1,0.65,"충북대학교박물관 112, 2004",,충주
915,서천 오석리,94-7호 토광묘,토광묘,목관,N45S,3.1,1,0.35,"공주대학교박물관, 1996",,서천
1012,충주 금릉동 301-4번지,31-2호 토광묘,토광묘,?,N12W,3.1,0.99,0.8,"호서문화유산연구원 66, 2021",31-1과 병혈합장묘,충주
1384,아산 명암리 밖지므레(3지점),13호 주구토광묘,토광묘,목관,N169S,3.1,1.3,*0.38,"충청남도역사문화연구원, 2011",,아산
1516,청주 송절동 I지구 6지점,9호 토광묘,토광묘,?,n50e,3.1,1.04,0.65,,,청주
1763,예산 목리·신리 유적,189호분(3-2지점),토광묘,석곽,N2E,3.1,1.78,0.3,"충청문화재연구원, 2014",,예산
1830,청주 오송유적(3지점),25호 토광묘,주구토광묘,?,N86W,3.1,1.03,*0.25,"중앙문화재연구원, 2019",,청주
2111,청주 오송유적(4지점),211호 토광묘,주구토광묘,목곽,N72E,3.1,1.31,*0.57,"중앙문화재연구원, 2019",,청주
2126,청주 오송유적(4지점),226호 토광묘,토광묘,목곽,N2E,3.1,1.02,*0.33,"중앙문화재연구원, 2019",,청주
2179,청주 오송유적(4지점),279호 토광묘,토광묘,목곽,N86W,3.1,*1.16,*0.44,"중앙문화재연구원, 2019",,청주
2470,청주 오송유적(16지점),7호 토광묘,토광묘,목곽,N74W,3.1,1.04,*0.14,"중앙문화재연구원, 2019",,청주
2519,청주 오송유적(19지점),27호 토광묘,토광묘,?,N69W,3.1,1.01,*0.16,"중앙문화재연구원, 2019",,청주
3341,청주 송절동 Ⅱ지구,1지점 41호 토광묘,토광묘,목곽,N8W,3.1,1.26,*0.30,"호서문화유산연구원, 2018",,청주
3360,청주 송절동 Ⅱ지구,1지점 62호 토광묘,토광묘,목곽 + 목관,N46E,3.1,1.4,*0.78,"호서문화유산연구원, 2018",,청주
3400,청주 송절동 Ⅱ지구,1지점 102호 토광묘,토광묘,목곽,N3W,3.1,1.2,*0.88,"호서문화유산연구원, 2018",,청주
3535,청주 신봉동 고분군,108호분,토광묘,직장,N30E,3.1,*1.2,*0.24,"충북대학교박물관, 1995",,청주
1290,아산 명암리 밖지므레(2-2지점),26호 토광묘,토광묘,목관,N73S,3.11,0.94,*0.14,"충청남도역사문화연구원, 2011",,아산
2076,청주 오송유적(4지점),176호 토광묘,토광묘,목곽,N75W,3.11,*1.09,*0.37,"중앙문화재연구원, 2019",,청주
1898,청주 오송유적(7지점),1호 옹관묘,옹관묘,옹관,N53W,0.81,0.32,*0.04,"중앙문화재연구원, 2019",,청주
2131,청주 오송유적(4지점),231호 토광묘,주구토광묘,목곽,N86E,3.11,1.2,*0.3,"중앙문화재연구원, 2019",,청주
2143,청주 오송유적(4지점),243호 토광묘,주구토광묘,목곽,N66E,3.11,0.93,*0.4,"중앙문화재연구원, 2019",,청주
2159,청주 오송유적(4지점),259호 토광묘,토광묘,목곽,N70E,3.11,1.17,*0.47,"중앙문화재연구원, 2019",,청주
2225,청주 오송유적(4지점),325호 토광묘,토광묘,?,N25E,3.11,*1.05,*0.43,"중앙문화재연구원, 2019",,청주
3013,연기 용호리,36호 토광묘,토광묘,?,N55W,3.11,1.17,*0.22,"국방문화재연구원, 2012",,연기
3279,아산 공수리,10호 토광묘,토광묘,목곽 + 목관,N62E,3.11,1.41,*0.83,"기호문화재연구원, 2020",,아산
3320,청주 송절동 Ⅱ지구,1지점 20호 토광묘,토광묘,목곽,N45E,3.11,1.1,*0.89,"호서문화유산연구원, 2018",,청주
208,청주 오송(2지점),17호 토광묘,토광묘,?,N73E,3.12,0.95,*0.35,"중앙문화재연구원, 2019",,청주
616,청주 미평동 195-1번지 유적,5호 토광묘,토광묘,목곽,N30E,3.12,1.1,0.15,"중원문화재연구소, 2011",,청주
1204,아산 용두리 진터,42호묘(토광묘),토광묘,목곽,?,3.12,0.84,0.12,"충청문화재연구원 115, 2011",,아산
1915,청주 오송유적(4지점),17호 토광묘,토광묘,목관,N73W,3.12,1.17,*0.43,"중앙문화재연구원, 2019",,청주
2030,청주 오송유적(4지점),130호 토광묘,주구토광묘,목곽,EW,3.12,0.92,*0.27,"중앙문화재연구원, 2019",,청주
2150,청주 오송유적(4지점),250호 토광묘,토광묘,목곽,N55E,3.12,1.23,*0.36,"중앙문화재연구원, 2019",,청주
2775,청주 문암동,C지점 20호 분묘,토광묘,목관 혹은 목곽,N33E,3.12,1.09,0.85,"충청북도문화재연구원 98, 2021",,청주
2884,청주 가경4지구,6호 토광묘,토광묘,?,N55E,3.12,1.1,0.42,"충북대박물관, 2002",,청주
3024,아산 갈산리,4호 주구토광묘,주구토광묘,목관,N46E,3.12,1.12,0.56,"백제문화재연구원, 2014",,아산
3288,아산 공수리,19호 토광묘,토광묘,목곽 + 목관,N30E,3.12,1.3,*0.64,"기호문화재연구원, 2020",,아산
3392,청주 송절동 Ⅱ지구,1지점 94호 토광묘,토광묘,목곽,N28E,3.12,0.92,*0.18,"호서문화유산연구원, 2018",,청주
320,보은 상가리,4호 토광묘,토광묘 ,?,N47E,3.13,1.16,0.1,"한국선사문화연구원, 2015",,보은
829,충주 금릉동,108호 토광묘,토광묘,목곽,N34W,3.13,1.05,1,"충북대학교박물관 112, 2004",주혈,충주
1029,공주 장원리 장재울,16호 주구토광묘,주구토광묘,목관,N84W,3.13,*0.8,*0.09,"비전문화재연구원 2, 2020",,공주
1132,천안 대화리·신풍리,KM-036,주구토광묘,목관,N16W,3.13,1.43,0.76,"한국고고환경연구소 59, 2014",,천안
2473,청주 오송유적(16지점),10호 토광묘,토광묘,?,N62W,3.13,1.25,*0.15,"중앙문화재연구원, 2019",,청주
120,분강·저석리,1호 토광묘,토광묘,?,E8W,3.14,1.34,0.41,"공주대학교박물관, 1997",,공주
1109,천안 대화리·신풍리,KM-013,주구토광묘,목관,N16W,3.14,1.59,0.64,"한국고고환경연구소 59, 2014",,천안
1161,천안 대화리·신풍리,KM-065,토광묘,목곽,N2W,3.14,1.25,0.16,"한국고고환경연구소 59, 2014",,천안
1180,아산 용두리 진터,18호묘(토광묘),토광묘,목관,N58E,3.14,1.16,*0.56,"충청문화재연구원 115, 2011",,아산
1296,아산 명암리 밖지므레(2-2지점),32호 토광묘,토광묘,목관,N148S,3.14,0.91,*0.17,"충청남도역사문화연구원, 2011",,아산
1914,청주 오송유적(4지점),16호 토광묘,토광묘,?,N76W,3.14,*0.66,*0.16,"중앙문화재연구원, 2019",,청주
1934,청주 오송유적(4지점),36호 토광묘,주구토광묘,목관,N36W,3.14,1.02,0.28,"중앙문화재연구원, 2019",,청주
2100,청주 오송유적(4지점),200호 토광묘,토광묘,목곽,N72E,3.14,1.1,*0.36,"중앙문화재연구원, 2019",,청주
